id,url,image,name,time,serves,price,energy,fat,saturated_fat,sugar,salt
baked-eggs-with-mushrooms,https://www.asdagoodliving.co.uk/food/recipes/baked-eggs-with-mushrooms,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/232/imageRecipeBakedEggsMushrooms-2x__square.jpg,Baked eggs with mushrooms,30 mins,6,92p per serving,214,15.9g,7g,1.7g,896
baked-eggs-with-spinach,https://www.asdagoodliving.co.uk/food/recipes/baked-eggs-with-spinach,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1177/baked-eggs-with-spinach__square.jpg,Baked eggs with spinach,45 mins,4,£1.28 per serving,270,18g,8g,1.6g,1130
baked-figs-with-honey,https://www.asdagoodliving.co.uk/food/recipes/baked-figs-with-honey,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/354/imageRecipeBakedFigsHoney-2x__square.jpg,Baked figs with honey,40 mins,4,£1.24 per serving,174,4.5g,2.8g,26g,729
baked-fish-and-chips-with-mushy-peas,https://www.asdagoodliving.co.uk/food/recipes/baked-fish-and-chips-with-mushy-peas,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3625/bake_fish__chips__square.jpg,Baked fish and chips with mushy peas,45 mins,4,£2.05 per serving,434,9.0g,1.6g,3.1g,0.39
baked-fish-with-herbed-crumb-topping,https://www.asdagoodliving.co.uk/food/recipes/baked-fish-with-herbed-crumb-topping,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1506/baked-fish-with-herbed-crumb-topping__square.jpg,Baked fish with herbed crumb topping,25 mins,4,98p per serving,290,12g,5g,7.6g,1214
baked-fish-with-pepper-topping,https://www.asdagoodliving.co.uk/food/recipes/baked-fish-with-pepper-topping,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1226/baked-fish-with-pepper__square.jpg,Baked fish with pepper topping,45 mins,4,£3.20 per serving,341,16.1g,8.3g,8.7g,1428
baked-leek-potato-parcels,https://www.asdagoodliving.co.uk/food/recipes/baked-leek-potato-parcels,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1219/baked-leek-potato-parcels__square.jpg,Baked leek & potato parcels,60 mins,6,28p per serving,201,12.1g,3.8g,2.3g,0.1
baked-mexican-eggs,https://www.asdagoodliving.co.uk/food/recipes/baked-mexican-eggs,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/420/imageRecipeBakedMexicanEggs-2x__square.jpg,Baked Mexican eggs,35 mins,4,£1.00 per serving,293,20.7g,6.7g,7.2g,1227
baked-parma-ham-and-gorgonzola-figs,https://www.asdagoodliving.co.uk/food/recipes/baked-parma-ham-and-gorgonzola-figs,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3852/stuffed_figs_with_parma_ham_and_cheese__square.jpg,Baked parma ham and gorgonzola figs,20 mins,2,£2.90 per serving,261,14.9g,7.0g,16.2g,1.49
baked-plums-in-honeyed-wine,https://www.asdagoodliving.co.uk/food/recipes/baked-plums-in-honeyed-wine,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1367/baked-plums-in-honeyed-wine__square.jpg,Baked plums in honeyed wine,45 mins,4,£1.25 per serving,148,0.2g,0g,20.5g,620
baked-potatoes-stuffed-with-tuna-cheese,https://www.asdagoodliving.co.uk/food/recipes/baked-potatoes-stuffed-with-tuna-cheese,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1626/baked-potatoes-stuffed-with-tuna-cheese__square.jpg,Baked potatoes stuffed with tuna & cheese,90 mins,4,69p per serving,457,15g,9g,3.6g,1913
baked-salmon-fish-fingers-with-homemade-tartare-sauce-by-lorraine-pascale,https://www.asdagoodliving.co.uk/food/recipes/baked-salmon-fish-fingers-with-homemade-tartare-sauce-by-lorraine-pascale,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/803/baked-salmon-fish-fingers-with-homemade-tartare-sauce-by-lorraine-pascale__square.jpg,"Baked salmon fish fingers with homemade tartare sauce, by Lorraine Pascale",30 mins,4,£2.34 per serving,366,17.2g,4.1g,3.7g,1532
baked-sea-bass-with-peppers,https://www.asdagoodliving.co.uk/food/recipes/baked-sea-bass-with-peppers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/526/baked-sea-bass-with-peppers__square.jpg,Baked sea bass with peppers,55 mins,4,£4.93 per serving,309,11g,1.6g,12g,1294
baked-sweet-potatoes-with-chilli-dressing,https://www.asdagoodliving.co.uk/food/recipes/baked-sweet-potatoes-with-chilli-dressing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/760/baked-sweet-potatoes-with-chilli-dressing__square.jpg,Baked sweet potatoes with chilli dressing,70 mins,4,77p per serving,375,16g,9.7g,28g,1570
baked-sweet-potatoes-with-chilli-feta,https://www.asdagoodliving.co.uk/food/recipes/baked-sweet-potatoes-with-chilli-feta,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1520/baked-sweet-potatoes-with-chilli-feta__square.jpg,Baked sweet potatoes with chilli & feta,80 mins,4,53p per serving,411,14.1g,6.3g,15.8g,1721
baked-tomatoes-on-garlic-toast,https://www.asdagoodliving.co.uk/food/recipes/baked-tomatoes-on-garlic-toast,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1533/baked-tomatoes-on-garlic-toast__square.jpg,Baked tomatoes on garlic toast,60 mins,6,45p per serving,265,6.1g,2.7g,4.9g,1110
baked-tomatoes-with-crumb-topping,https://www.asdagoodliving.co.uk/food/recipes/baked-tomatoes-with-crumb-topping,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1324/baked-tomatoes-with-crumb-topping__square.jpg,Baked tomatoes with crumb topping,30 mins,6,£1.00 per serving,200,12g,5.5g,5.6g,837
baked-turkey-burritos,https://www.asdagoodliving.co.uk/food/recipes/baked-turkey-burritos,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/653/baked-turkey-burritos__square.jpg,Baked turkey burritos,45 mins,6,£1.66 per serving,591,18.1g,6.6g,10.4g,2474
bakers-lamb,https://www.asdagoodliving.co.uk/food/recipes/bakers-lamb,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1325/bakers-lamb__square.jpg,Baker’s lamb,120 mins,4,£1.70 per serving,408,23g,8.6g,11g,0.53
bakewell-tart,https://www.asdagoodliving.co.uk/food/recipes/bakewell-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/766/bakewell-tart__square.jpg,Bakewell tart,55 mins,12,51p per serving,409,26.3g,6.5g,19.2g,1712
baklava,https://www.asdagoodliving.co.uk/food/recipes/baklava,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/424/imageRecipeBaklava-2x__square.jpg,Baklava,60 mins,20,40p per serving,218,12.3g,3.6g,14.1g,913
balsamic-chicken-with-pasta,https://www.asdagoodliving.co.uk/food/recipes/balsamic-chicken-with-pasta,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1295/balsamic-chicken-with-pasta__square.jpg,Balsamic chicken with pasta,50 mins,4,£2.35 per serving,539,8.2g,1.2g,8.9g,2257
balsamic-grapes-with-camembert,https://www.asdagoodliving.co.uk/food/recipes/balsamic-grapes-with-camembert,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4534/grape-and-camembert__square.jpg,Balsamic grapes with camembert,40 mins,8,44p  per serving,171,8.8g,4.6g,8.8g,0.59
balti-chicken,https://www.asdagoodliving.co.uk/food/recipes/balti-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/809/balti-chicken__square.jpg,Balti chicken,15 mins,4,£1.35 per serving,520,15.1g,4.4g,11.2g,2177
banana-bread,https://www.asdagoodliving.co.uk/food/recipes/banana-bread,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1281/banana-bread__square.jpg,Banana bread,60 mins,8,10p per serving,197,7.1g,4g,18g,0.43
banana-chips,https://www.asdagoodliving.co.uk/food/recipes/banana-chips,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/664/banana-chips__square.jpg,Banana chips,120 mins,6,10p per serving,236,0.1g,0.1g,11.7g,0.3
banana-date-cake,https://www.asdagoodliving.co.uk/food/recipes/banana-date-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1547/banana-date-cake__square.jpg,Banana & date cake,100 mins,4,15p per serving,125,5.1g,2.9g,11g,0.09
banana-fritters,https://www.asdagoodliving.co.uk/food/recipes/banana-fritters,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2179/banana_fritters__square.jpg,Banana Fritters,15 mins,6,17p per serving,190,2.8g,0.9g,18.5g,0.65
banana-frozen-yogurt-with-grilled-pineapple-slices,https://www.asdagoodliving.co.uk/food/recipes/banana-frozen-yogurt-with-grilled-pineapple-slices,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1681/banana-frozen-yogurt-with-grilled-pineapple-slices__square.jpg,Banana frozen yogurt with grilled pineapple slices,280 mins,6,40p per serving,211,0.5g,0.1g,42.1g,0.02
banana-ice-cream-recipe,https://www.asdagoodliving.co.uk/food/recipes/banana-ice-cream-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2692/banana-ice-cream__square.jpg,James Martin’s easy banana ice cream,5 mins,4,17p per serving,150,0.3g,0.2g,31.5g,0.02
banana-muffins,https://www.asdagoodliving.co.uk/food/recipes/banana-muffins,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/380/imageRecipeBananaMuffins-2x__square.jpg,Banana muffins,50 mins,10,33p per serving,417,19.3g,10.2g,32.8g,0.8
banana-pancakes,https://www.asdagoodliving.co.uk/food/recipes/banana-pancakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4435/banana-pancakes__square.jpg,No-added sugar banana pancakes,15 mins,4,93 per serving,127,3.8g,1.0g,14.3g,0.14
banana-pecan-date-muffins,https://www.asdagoodliving.co.uk/food/recipes/banana-pecan-date-muffins,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/662/banana-pecan-date-muffins__square.jpg,"Banana, pecan & date muffins",50 mins,12,26p per serving,312,12g,5.4g,30.5g,1306
banana-pecan-honey-loaf,https://www.asdagoodliving.co.uk/food/recipes/banana-pecan-honey-loaf,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1187/banana-pecan-honey-loaf__square.jpg,"Banana, pecan & honey loaf",150 mins,10,50p per serving,400,25g,9.2g,21g,1675
banana-split,https://www.asdagoodliving.co.uk/food/recipes/banana-split,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/682/banana-split__square.jpg,Banana split,10 mins,1,80p per serving,624,40.1g,24.6g,51.8g,0.3
banana-toffee-cream,https://www.asdagoodliving.co.uk/food/recipes/banana-toffee-cream,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1195/banana-toffee-cream__square.jpg,Banana & toffee cream,10 mins,4,98p per serving,655,46g,21g,39g,0.08
banana-toffee-tart,https://www.asdagoodliving.co.uk/food/recipes/banana-toffee-tart,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/665/banana-toffee-tart__square.jpg,Banana toffee tart,50 mins,8,26p per serving,448,23.2g,12g,32.3g,0.5
bang-bang-turkey-noodles,https://www.asdagoodliving.co.uk/food/recipes/bang-bang-turkey-noodles,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/312/imageRecipeBangBangTurkeyNoodles-2x__square.jpg,Bang bang turkey noodles,20 mins,4,£1.40 per serving,362,13.4g,2.4g,11.2g,1516
banh-mi-style-chicken-salad-with-pickles,https://www.asdagoodliving.co.uk/food/recipes/banh-mi-style-chicken-salad-with-pickles,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4474/vietnamese_salad__square.jpg,Banh mi style chicken salad with quick pickles,15 mins,4,£2.05 per serving,389,15.6g,3.2g,12.1g,1.12
banoffee-mountain,https://www.asdagoodliving.co.uk/food/recipes/banoffee-mountain,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3137/banoffee-pie-dessert-recipe__square.jpg,Banoffee mountain dessert,40 mins,16,30p per serving,284,19.4g,12.2g,20.3g,0.16
banoffee-pancakes,https://www.asdagoodliving.co.uk/food/recipes/banoffee-pancakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3836/banoffee_pancakes__square.jpg,Banoffee pancakes,15 mins,4,£1.04 per serving,573,30.6g,13.3g,33.4g,1.08
banoffee-pie,https://www.asdagoodliving.co.uk/food/recipes/banoffee-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1548/banoffee-pie__square.jpg,Banoffee pie,100 mins,10,50p per serving,466,27g,16g,37g,1951
bantha-milk-and-cookies,https://www.asdagoodliving.co.uk/food/recipes/bantha-milk-and-cookies,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1988/Bantha Milk and cookies_hero__square.jpg,Bantha milk and cookies,40 mins,16,44p per serving,180,7.0g,4.4g,14.1g,0.13
bara-brith,https://www.asdagoodliving.co.uk/food/recipes/bara-brith,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1907/bara-brith__square.jpg,Bara brith,710 mins,8,18p per serving,488,1.9g,0.4g,68.4g,0.57
barbecue-pork-with-beans-potato-wedges,https://www.asdagoodliving.co.uk/food/recipes/barbecue-pork-with-beans-potato-wedges,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/237/imageRecipeBarbecuePorkBeansPotatoWedges-2x__square.jpg,Barbecue pork with beans & potato wedges,80 mins,4,£2.36 per serving,657,17.7g,3.4g,16.9g,2751
barbecued-butterflied-leg-of-lamb-with-moroccan-marinade,https://www.asdagoodliving.co.uk/food/recipes/barbecued-butterflied-leg-of-lamb-with-moroccan-marinade,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4011/butterflied-leg-of-lamb-with-mororccan-marinade__square.jpg,Barbecued butterflied leg of lamb with Moroccan marinade,40 mins,6,£2.16 per serving,282,15.1g,5.8g,2.2g,0.34
barbecued-nectarines,https://www.asdagoodliving.co.uk/food/recipes/barbecued-nectarines,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1805/bbq-nectarines__square.jpg,Barbecued nectarines,12 mins,4,36p per serving,116,4.0g,2.1g,16.1g,0.16
basic-15cm-round-madeira-cake,https://www.asdagoodliving.co.uk/food/recipes/basic-15cm-round-madeira-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4245/istock-baking-madeira-cake__square.jpg,Basic 15cm round madeira cake,85 mins,10,22p per serving,296,16.3g,9.6g,17.7g,0.23
basic-20cm-round-madeira-cake,https://www.asdagoodliving.co.uk/food/recipes/basic-20cm-round-madeira-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4245/istock-baking-madeira-cake__square.jpg,Basic 20cm round madeira cake,100 mins,20,20p per serving,296,16.3g,9.6g,17.7g,0.23
basic-20cm-square-madeira-cake,https://www.asdagoodliving.co.uk/food/recipes/basic-20cm-square-madeira-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4245/istock-baking-madeira-cake__square.jpg,Basic 20cm square madeira cake,110 mins,26,19p per serving,298,16.3g,9.6g,13.0g,0.23
basic-buttercream,https://www.asdagoodliving.co.uk/food/recipes/basic-buttercream,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4246/istock-buttercream-web__square.jpg,Basic buttercream,10 mins,6,8p per serving,129,6.9g,4.4g,16.5g,0.1
basic-royal-icing,https://www.asdagoodliving.co.uk/food/recipes/basic-royal-icing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4247/istock-royalicing-web__square.jpg,Basic royal icing,10 mins,58,2p per serving,18,0.0g,0.0g,4.4g,0.00
basil-strawberry-cupcakes,https://www.asdagoodliving.co.uk/food/recipes/basil-strawberry-cupcakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1817/basil-strawberry-cupcakes__square.jpg,Basil and strawberry cupcakes,80 mins,12,44p per serving,386,24.2g,15.2g,26.3g,0.61
battenberg-cake,https://www.asdagoodliving.co.uk/food/recipes/battenberg-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1336/battenberg-cake__square.jpg,Battenberg cake,150 mins,12,44p per serving,525,23.7g,10.9g,54.4g,2198
bbq-parkin,https://www.asdagoodliving.co.uk/food/recipes/bbq-parkin,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2006/bbq-parkin-recipe__square.jpg,BBQ parkin,50 mins,16,20p per serving,246,12g,6.9g,17.6g,1030
beach-hut-cake,https://www.asdagoodliving.co.uk/food/recipes/beach-hut-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1875/beach-hut-cake__square.jpg,Beach hut cake,185 mins,50,34p per serving,314,12.6g,6.7g,44.2g,0.32
bean-and-pesto-soup,https://www.asdagoodliving.co.uk/food/recipes/bean-and-pesto-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/545/imageRecipeBeanPesto-2x__square.jpg,Bean and pesto soup,60 mins,4,£1.05 per serving,390,20.4g,6.2g,9.7g,1633
bean-burgers,https://www.asdagoodliving.co.uk/food/recipes/bean-burgers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1764/bean-burgers__square.jpg,Bean burgers,45 mins,4,50p per serving,336,5.1g,0.9g,11.0g,1.80
bean-burritos,https://www.asdagoodliving.co.uk/food/recipes/bean-burritos,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1495/bean-burritos__square.jpg,Bean burritos,45 mins,4,£1.05 per serving,601,16g,7.7g,8.4g,2516
bean-casserole,https://www.asdagoodliving.co.uk/food/recipes/bean-casserole,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1717/bean-casserole__square.jpg,Bean casserole,150 mins,4,£1.70 per serving,358,12.9g,4.3g,8.2g,1.20
bean-feta-beetroot-salad,https://www.asdagoodliving.co.uk/food/recipes/bean-feta-beetroot-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2729/bean-carrot-beetroot-salad__square.jpg,"Bean, feta & beetroot salad",15 mins,4,95p per serving,256,15.3g,4.9g,12.1g,0.86
bean-mushroom-burgers,https://www.asdagoodliving.co.uk/food/recipes/bean-mushroom-burgers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/324/imageRecipeBeanMushroomBurgers-2x__square.jpg,Bean & mushroom burgers,40 mins,4,£1.49 per serving,600,13g,1.9g,15g,2512
bean-pitta-bread-salad,https://www.asdagoodliving.co.uk/food/recipes/bean-pitta-bread-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1825/bean-pitta-bread-salad__square.jpg,Bean and pitta bread salad,25 mins,4,88p per serving,329,9.9g,1.5g,11.7g,1.46
bean-tuna-salad,https://www.asdagoodliving.co.uk/food/recipes/bean-tuna-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1282/tuna-bean-salad__square.jpg,Bean & tuna salad,15 mins,4,£1.20 per serving,327,15g,2.3g,8.6g,1369
bean-tuna-salad1,https://www.asdagoodliving.co.uk/food/recipes/bean-tuna-salad1,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1643/bean-tuna-salad__square.jpg,Bean & tuna salad,10 mins,4,£1.70 per serving,405,3.1g,0.7g,12g,1696
bean-vegetable-chilli,https://www.asdagoodliving.co.uk/food/recipes/bean-vegetable-chilli,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/935/bean-vegatable-chilli__square.jpg,Bean & vegetable chilli,120 mins,4,£1.25 per serving,348,14g,5.1g,23g,1457
beef-ale-cobbler,https://www.asdagoodliving.co.uk/food/recipes/beef-ale-cobbler,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/492/imageRecipeBeefAleCobbler-2x__square.jpg,Beef & ale cobbler,150 mins,4,£1.78 per serving,623,27.1g,10.8g,9.6g,2608
beef-ale-pie,https://www.asdagoodliving.co.uk/food/recipes/beef-ale-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1001/beef-ale-pie__square.jpg,Beef & ale pie,240 mins,8,£1.16 per serving,370,19.3g,9.7g,1.7g,1549
beef-and-horseradish-bites-recipe,https://www.asdagoodliving.co.uk/food/recipes/beef-and-horseradish-bites-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3531/rare_beef__square.jpg,Rare beef and horseradish crispy bites,15 mins,12,34p per serving,53,3g,0.5g,1.5g,0.09
beef-and-vegetable-lasagne,https://www.asdagoodliving.co.uk/food/recipes/beef-and-vegetable-lasagne,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3697/beef_and_vegetable_lasagne__square.jpg,Beef and vegetable lasagne,60 mins,2,98p per serving,374,7.6g,2.8g,15.6g,0.47
beef-biryani,https://www.asdagoodliving.co.uk/food/recipes/beef-biryani,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4566/beef-biriyani__square.jpg,Beef biryani,25 mins,4,£2.85 per serving,618,18.1g,4.9g,8.2g,0.22
beef-bourguignon-recipe,https://www.asdagoodliving.co.uk/food/recipes/beef-bourguignon-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3086/beef-bourguignon-recipe__square.jpg,Family-friendly beef bourguignon,150 mins,4,£2.91 per serving,487,16.4g,5.0g,23.5g,0.84
